class,cap-shape,bruises,gill-spacing,gill-size,gill-color,stalk-surface-above-ring,stalk-color-above-ring,stalk-color-below-ring,ring-type,spore-print-color,population
edible,flat,bruises,close,broad,white,smooth,pink,white,pendant,black,solitary
edible,flat,bruises,close,broad,pink,smooth,gray,white,pendant,brown,several
poisonous,convex,no,crowded,narrow,gray,smooth,white,white,pendant,brown,several
edible,flat,bruises,close,broad,purple,smooth,white,pink,pendant,brown,several
poisonous,flat,no,close,broad,chocolate,silky,pink,pink,large,chocolate,solitary
edible,flat,bruises,close,broad,purple,smooth,pink,gray,pendant,black,solitary
poisonous,convex,no,close,broad,chocolate,silky,buff,pink,large,chocolate,several
edible,flat,bruises,close,broad,purple,smooth,white,pink,pendant,black,several
poisonous,convex,no,close,narrow,brown,smooth,white,white,pendant,brown,scattered
edible,flat,bruises,close,broad,white,smooth,pink,pink,pendant,brown,several
poisonous,convex,no,crowded,narrow,pink,smooth,white,white,pendant,brown,several
poisonous,convex,no,close,narrow,purple,smooth,white,white,pendant,brown,scattered
edible,flat,bruises,close,broad,brown,smooth,pink,white,pendant,brown,several
poisonous,convex,no,crowded,narrow,purple,smooth,white,white,pendant,brown,several
poisonous,convex,no,close,broad,gray,silky,buff,buff,large,chocolate,solitary
edible,convex,bruises,close,broad,purple,smooth,white,gray,pendant,brown,several
edible,flat,bruises,close,broad,pink,smooth,pink,pink,pendant,black,solitary
edible,flat,bruises,close,broad,purple,smooth,white,white,pendant,black,solitary
poisonous,convex,no,close,broad,pink,silky,pink,buff,large,chocolate,solitary
poisonous,convex,no,crowded,narrow,brown,smooth,white,white,pendant,brown,several
poisonous,convex,no,close,broad,gray,silky,pink,buff,large,chocolate,several
poisonous,convex,no,crowded,narrow,purple,smooth,white,white,pendant,brown,scattered
edible,flat,bruises,close,broad,pink,smooth,gray,white,pendant,black,solitary
edible,flat,bruises,close,broad,pink,smooth,white,white,pendant,black,solitary
poisonous,convex,no,crowded,narrow,gray,smooth,white,white,pendant,black,scattered
edible,convex,bruises,close,broad,white,smooth,gray,white,pendant,black,solitary
edible,flat,bruises,close,broad,white,smooth,white,pink,pendant,black,several
edible,flat,bruises,close,broad,purple,smooth,gray,white,pendant,black,solitary
edible,convex,bruises,close,broad,pink,smooth,pink,gray,pendant,black,solitary
edible,flat,bruises,close,broad,brown,smooth,pink,gray,pendant,black,solitary
poisonous,convex,no,crowded,narrow,brown,smooth,white,white,pendant,black,scattered
edible,flat,bruises,close,broad,pink,smooth,gray,gray,pendant,brown,solitary
poisonous,convex,no,close,broad,chocolate,silky,brown,pink,large,chocolate,solitary
edible,flat,bruises,close,broad,pink,smooth,white,pink,pendant,brown,several
edible,flat,bruises,close,broad,brown,smooth,pink,gray,pendant,brown,several
poisonous,convex,no,crowded,narrow,pink,smooth,white,white,pendant,brown,several
poisonous,convex,no,close,narrow,brown,smooth,white,white,pendant,brown,several
edible,flat,bruises,close,broad,purple,smooth,gray,pink,pendant,brown,solitary
edible,convex,bruises,close,broad,pink,smooth,pink,pink,pendant,black,several
edible,flat,bruises,close,broad,purple,smooth,gray,gray,pendant,black,solitary
poisonous,convex,no,close,broad,chocolate,silky,brown,buff,large,chocolate,several
edible,convex,bruises,close,broad,purple,smooth,white,white,pendant,black,several
edible,flat,bruises,close,broad,brown,smooth,pink,white,pendant,black,solitary
edible,flat,bruises,close,broad,purple,smooth,gray,gray,pendant,brown,solitary
poisonous,convex,no,close,narrow,pink,smooth,white,white,pendant,black,scattered
edible,flat,bruises,close,broad,pink,smooth,white,pink,pendant,brown,several
poisonous,convex,no,close,broad,chocolate,silky,pink,pink,large,chocolate,several
edible,flat,bruises,close,broad,purple,smooth,pink,pink,pendant,black,several
edible,flat,bruises,close,broad,purple,smooth,pink,gray,pendant,black,several
edible,flat,bruises,close,broad,brown,smooth,white,pink,pendant,black,solitary
poisonous,convex,no,close,narrow,purple,smooth,white,white,pendant,brown,several
poisonous,convex,no,crowded,narrow,pink,smooth,white,white,pendant,brown,scattered
edible,flat,bruises,close,broad,white,smooth,pink,white,pendant,black,several
edible,flat,bruises,close,broad,pink,smooth,white,white,pendant,black,several
edible,flat,bruises,close,broad,purple,smooth,pink,gray,pendant,black,solitary
poisonous,convex,no,close,broad,chocolate,silky,brown,buff,large,chocolate,several
edible,flat,bruises,close,broad,white,smooth,gray,gray,pendant,black,solitary
poisonous,convex,no,close,broad,pink,silky,pink,brown,large,chocolate,solitary
edible,flat,bruises,close,broad,white,smooth,gray,pink,pendant,brown,solitary
poisonous,convex,no,close,broad,chocolate,silky,brown,pink,large,chocolate,several
edible,flat,bruises,close,broad,purple,smooth,pink,white,pendant,brown,several
edible,flat,bruises,close,broad,purple,smooth,white,white,pendant,black,solitary
edible,flat,bruises,close,broad,white,smooth,white,white,pendant,brown,several
poisonous,convex,no,close,broad,chocolate,silky,pink,brown,large,chocolate,solitary
edible,flat,bruises,close,broad,purple,smooth,gray,gray,pendant,black,solitary
edible,convex,bruises,close,broad,pink,smooth,gray,gray,pendant,brown,several
edible,flat,bruises,close,broad,brown,smooth,pink,gray,pendant,brown,several
poisonous,convex,no,crowded,narrow,purple,smooth,white,white,pendant,black,scattered
edible,flat,bruises,close,broad,pink,smooth,white,pink,pendant,black,solitary
edible,flat,bruises,close,broad,brown,smooth,pink,pink,pendant,black,solitary
edible,flat,bruises,close,broad,purple,smooth,white,gray,pendant,brown,solitary
edible,convex,bruises,close,broad,brown,smooth,gray,pink,pendant,black,several
edible,flat,bruises,close,broad,purple,smooth,pink,white,pendant,black,several
poisonous,convex,no,close,broad,pink,silky,pink,brown,large,chocolate,several
edible,convex,bruises,close,broad,brown,smooth,pink,white,pendant,black,several
poisonous,convex,no,close,broad,gray,silky,buff,brown,large,chocolate,solitary
edible,flat,bruises,close,broad,brown,smooth,gray,white,pendant,black,several
edible,flat,bruises,close,broad,pink,smooth,pink,pink,pendant,brown,solitary
poisonous,convex,no,close,broad,chocolate,silky,buff,pink,large,chocolate,several
edible,flat,bruises,close,broad,white,smooth,white,pink,pendant,brown,solitary
poisonous,flat,no,close,broad,pink,silky,brown,pink,large,chocolate,several
edible,flat,bruises,close,broad,white,smooth,pink,pink,pendant,black,solitary
poisonous,convex,no,close,narrow,gray,smooth,white,white,pendant,brown,several
edible,flat,bruises,close,broad,purple,smooth,pink,white,pendant,black,several
edible,flat,bruises,close,broad,purple,smooth,gray,white,pendant,black,solitary
edible,convex,bruises,close,broad,brown,smooth,gray,white,pendant,black,several
edible,flat,bruises,close,broad,brown,smooth,pink,white,pendant,black,several
edible,flat,bruises,close,broad,white,smooth,pink,gray,pendant,brown,several
poisonous,convex,no,crowded,narrow,brown,smooth,white,white,pendant,black,scattered
poisonous,flat,no,close,broad,chocolate,silky,buff,pink,large,chocolate,several
edible,flat,bruises,close,broad,white,smooth,pink,white,pendant,brown,several
edible,flat,bruises,close,broad,white,smooth,white,gray,pendant,brown,solitary
poisonous,convex,no,close,narrow,purple,smooth,white,white,pendant,brown,several
edible,flat,bruises,close,broad,pink,smooth,gray,gray,pendant,brown,solitary
edible,flat,bruises,close,broad,pink,smooth,pink,white,pendant,black,several
edible,flat,bruises,close,broad,pink,smooth,pink,white,pendant,black,solitary
edible,flat,bruises,close,broad,white,smooth,white,white,pendant,black,solitary
edible,convex,bruises,close,broad,brown,smooth,pink,gray,pendant,brown,solitary
poisonous,convex,no,crowded,narrow,pink,smooth,white,white,pendant,brown,several
edible,flat,bruises,close,broad,brown,smooth,gray,gray,pendant,black,solitary
poisonous,convex,no,close,broad,pink,silky,buff,pink,large,chocolate,several
edible,flat,bruises,close,broad,pink,smooth,pink,white,pendant,black,several
edible,flat,bruises,close,broad,pink,smooth,gray,gray,pendant,black,several
poisonous,convex,no,crowded,narrow,brown,smooth,white,white,pendant,black,scattered
edible,flat,bruises,close,broad,pink,smooth,pink,white,pendant,brown,solitary
edible,flat,bruises,close,broad,white,smooth,white,white,pendant,brown,several
poisonous,convex,no,close,broad,gray,silky,pink,brown,large,chocolate,solitary
edible,convex,bruises,close,broad,white,smooth,gray,pink,pendant,brown,solitary
edible,flat,bruises,close,broad,purple,smooth,pink,gray,pendant,brown,several
edible,flat,bruises,close,broad,brown,smooth,pink,gray,pendant,black,several
poisonous,convex,no,close,narrow,brown,smooth,white,white,pendant,brown,scattered
poisonous,convex,no,close,broad,chocolate,silky,pink,pink,large,chocolate,several
edible,flat,bruises,close,broad,pink,smooth,pink,white,pendant,black,several
edible,flat,bruises,close,broad,pink,smooth,gray,white,pendant,black,several
poisonous,convex,no,close,narrow,pink,smooth,white,white,pendant,brown,several
edible,flat,bruises,close,broad,purple,smooth,white,gray,pendant,brown,solitary
edible,flat,bruises,close,broad,brown,smooth,white,white,pendant,black,solitary
edible,flat,bruises,close,broad,purple,smooth,gray,white,pendant,black,several
edible,convex,bruises,close,broad,brown,smooth,white,white,pendant,brown,several
edible,convex,bruises,close,broad,white,smooth,white,pink,pendant,brown,solitary
edible,flat,bruises,close,broad,purple,smooth,gray,pink,pendant,brown,solitary
poisonous,convex,no,close,narrow,pink,smooth,white,white,pendant,black,several
edible,flat,bruises,close,broad,pink,smooth,white,pink,pendant,black,several
poisonous,convex,no,close,broad,pink,silky,brown,brown,large,chocolate,solitary
poisonous,convex,no,crowded,narrow,pink,smooth,white,white,pendant,brown,several
edible,flat,bruises,close,broad,white,smooth,white,white,pendant,black,several
poisonous,flat,no,close,broad,pink,silky,brown,brown,large,chocolate,several
poisonous,convex,no,crowded,narrow,brown,smooth,white,white,pendant,black,scattered
edible,flat,bruises,close,broad,pink,smooth,pink,gray,pendant,black,solitary
edible,flat,bruises,close,broad,purple,smooth,gray,gray,pendant,black,several
edible,flat,bruises,close,broad,white,smooth,gray,pink,pendant,brown,several
edible,convex,bruises,close,broad,white,smooth,gray,white,pendant,brown,solitary
poisonous,convex,no,close,broad,pink,silky,buff,brown,large,chocolate,several
edible,flat,bruises,close,broad,purple,smooth,gray,white,pendant,brown,solitary
poisonous,convex,no,close,broad,pink,silky,buff,pink,large,chocolate,several
edible,flat,bruises,close,broad,purple,smooth,gray,white,pendant,brown,several
edible,flat,bruises,close,broad,white,smooth,pink,gray,pendant,brown,solitary
poisonous,flat,no,close,broad,pink,silky,brown,pink,large,chocolate,solitary
edible,flat,bruises,close,broad,pink,smooth,pink,gray,pendant,black,several
poisonous,convex,no,close,broad,gray,silky,pink,brown,large,chocolate,solitary
edible,flat,bruises,close,broad,purple,smooth,gray,gray,pendant,brown,several
edible,flat,bruises,close,broad,purple,smooth,white,white,pendant,brown,several
edible,flat,bruises,close,broad,pink,smooth,gray,gray,pendant,black,several
edible,flat,bruises,close,broad,brown,smooth,white,white,pendant,brown,several
edible,flat,bruises,close,broad,brown,smooth,gray,white,pendant,black,solitary
edible,flat,bruises,close,broad,brown,smooth,gray,pink,pendant,brown,several
edible,flat,bruises,close,broad,white,smooth,gray,gray,pendant,brown,several
edible,flat,bruises,close,broad,pink,smooth,pink,white,pendant,brown,several
poisonous,convex,no,close,broad,gray,silky,buff,buff,large,chocolate,several
edible,flat,bruises,close,broad,purple,smooth,white,gray,pendant,black,solitary
poisonous,convex,no,close,narrow,brown,smooth,white,white,pendant,black,several
edible,flat,bruises,close,broad,white,smooth,gray,white,pendant,brown,several
edible,flat,bruises,close,broad,white,smooth,white,gray,pendant,black,several
edible,convex,bruises,close,broad,pink,smooth,pink,gray,pendant,black,solitary
edible,flat,bruises,close,broad,pink,smooth,pink,pink,pendant,black,solitary
edible,flat,bruises,close,broad,pink,smooth,pink,pink,pendant,brown,several
edible,convex,bruises,close,broad,pink,smooth,gray,gray,pendant,brown,several
poisonous,convex,no,close,narrow,gray,smooth,white,white,pendant,black,scattered
edible,convex,bruises,close,broad,brown,smooth,pink,pink,pendant,brown,solitary
edible,flat,bruises,close,broad,brown,smooth,white,gray,pendant,black,several
edible,flat,bruises,close,broad,white,smooth,pink,gray,pendant,black,solitary
poisonous,flat,no,close,broad,gray,silky,brown,brown,large,chocolate,solitary
edible,flat,bruises,close,broad,white,smooth,pink,pink,pendant,brown,several
edible,flat,bruises,close,broad,brown,smooth,gray,gray,pendant,black,solitary
poisonous,convex,no,close,broad,gray,silky,pink,buff,large,chocolate,solitary
edible,flat,bruises,close,broad,brown,smooth,pink,gray,pendant,black,solitary
poisonous,convex,no,close,broad,chocolate,silky,pink,buff,large,chocolate,several
edible,flat,bruises,close,broad,white,smooth,white,pink,pendant,black,solitary
edible,convex,bruises,close,broad,white,smooth,gray,white,pendant,black,solitary
edible,convex,bruises,close,broad,pink,smooth,pink,white,pendant,black,solitary
edible,flat,bruises,close,broad,purple,smooth,white,gray,pendant,black,several
poisonous,convex,no,close,broad,pink,silky,buff,brown,large,chocolate,several
poisonous,convex,no,close,narrow,gray,smooth,white,white,pendant,black,several
poisonous,convex,no,close,broad,pink,silky,buff,brown,large,chocolate,several
poisonous,convex,no,close,broad,pink,silky,buff,buff,large,chocolate,several
poisonous,flat,no,close,broad,pink,silky,buff,buff,large,chocolate,solitary
edible,flat,bruises,close,broad,purple,smooth,white,white,pendant,black,several
poisonous,convex,no,close,broad,gray,silky,buff,brown,large,chocolate,several
edible,flat,bruises,close,broad,pink,smooth,white,pink,pendant,black,several
edible,flat,bruises,close,broad,white,smooth,pink,gray,pendant,brown,several
edible,flat,bruises,close,broad,brown,smooth,white,gray,pendant,black,solitary
poisonous,convex,no,close,broad,pink,silky,brown,buff,large,chocolate,solitary
edible,flat,bruises,close,broad,brown,smooth,white,white,pendant,black,solitary
poisonous,convex,no,crowded,narrow,purple,smooth,white,white,pendant,brown,scattered
edible,flat,bruises,close,broad,white,smooth,white,white,pendant,brown,solitary
edible,flat,bruises,close,broad,brown,smooth,gray,pink,pendant,black,solitary
edible,convex,bruises,close,broad,brown,smooth,white,gray,pendant,black,several
edible,flat,bruises,close,broad,pink,smooth,white,white,pendant,brown,solitary
poisonous,convex,no,close,broad,chocolate,silky,pink,brown,large,chocolate,solitary
poisonous,convex,no,close,broad,chocolate,silky,pink,brown,large,chocolate,several
edible,flat,bruises,close,broad,brown,smooth,pink,gray,pendant,black,several
edible,convex,bruises,close,broad,purple,smooth,pink,white,pendant,brown,several
poisonous,convex,no,close,broad,pink,silky,pink,pink,large,chocolate,several
